Price,Germany
Ticker,^GDAXI
Date,
1988-04-12,1102.3299560546875
1988-04-13,1094.1199951171875
1988-04-14,1093.1199951171875
1988-04-15,1071.22998046875
1988-04-18,1075.1300048828125
1988-04-19,1083.449951171875
1988-04-20,1075.760009765625
1988-04-21,1067.5
1988-04-22,1067.06005859375
1988-04-25,1066.8199462890625
1988-04-26,1053.7099609375
1988-04-27,1054.300048828125
1988-04-28,1058.25
1988-04-29,1049.1700439453125
1988-05-02,1052.8399658203125
1988-05-03,1040.949951171875
1988-05-04,1047.3900146484375
1988-05-05,1044.6600341796875
1988-05-06,1037.239990234375
1988-05-09,1023.6199951171875
1988-05-10,1010.1500244140625
1988-05-11,994.3499755859375
1988-05-13,1006.969970703125
1988-05-16,1049.5899658203125
1988-05-17,1046.3599853515625
1988-05-18,1043.199951171875
1988-05-19,1020.3200073242188
1988-05-20,1031.3299560546875
1988-05-24,1031.9200439453125
1988-05-25,1043.6099853515625
1988-05-26,1046.6199951171875
1988-05-27,1054.9200439453125
1988-05-30,1064.6099853515625
1988-05-31,1075.6600341796875
1988-06-01,1095.4300537109375
1988-06-03,1102.030029296875
1988-06-06,1105.9100341796875
1988-06-07,1101.1300048828125
1988-06-08,1097.6700439453125
1988-06-09,1125.6600341796875
1988-06-10,1115.780029296875
1988-06-13,1122.260009765625
1988-06-14,1117.8399658203125
1988-06-15,1134.02001953125
1988-06-16,1124.1400146484375
1988-06-20,1104.699951171875
1988-06-21,1119.56005859375
1988-06-22,1137.22998046875
1988-06-23,1135.77001953125
1988-06-24,1131.18994140625
1988-06-27,1138.8399658203125
1988-06-28,1124.72998046875
1988-06-29,1133.52001953125
1988-06-30,1133.81005859375
1988-07-01,1153.6800537109375
1988-07-04,1170.43994140625
1988-07-05,1177.4000244140625
1988-07-06,1194.9599609375
1988-07-07,1186.4200439453125
1988-07-08,1199.9200439453125
1988-07-11,1191.530029296875
1988-07-12,1182.469970703125
1988-07-13,1167.739990234375
1988-07-14,1185.1500244140625
1988-07-15,1189.5899658203125
1988-07-18,1188.4000244140625
1988-07-19,1168.5799560546875
1988-07-20,1169.7900390625
1988-07-21,1181.050048828125
1988-07-22,1156.25
1988-07-25,1149.77001953125
1988-07-26,1167.6500244140625
1988-07-27,1176.5
1988-07-28,1163.27001953125
1988-07-29,1178.530029296875
1988-08-01,1190.6700439453125
1988-08-02,1187.1099853515625
1988-08-03,1192.4200439453125
1988-08-04,1182.97998046875
1988-08-05,1193.8699951171875
1988-08-08,1202.280029296875
1988-08-09,1193.4599609375
1988-08-10,1174.989990234375
1988-08-11,1162.760009765625
1988-08-12,1172.6099853515625
1988-08-15,1170.43994140625
1988-08-16,1158.6099853515625
1988-08-17,1175.030029296875
1988-08-18,1180.3900146484375
1988-08-19,1164.469970703125
1988-08-22,1165.97998046875
1988-08-23,1151.4599609375
1988-08-24,1161.6800537109375
1988-08-25,1164.6500244140625
1988-08-26,1156.5799560546875
1988-08-29,1150.969970703125
1988-08-30,1164.300048828125
1988-08-31,1169.4599609375
1988-09-01,1154.3299560546875
1988-09-02,1152.9200439453125
1988-09-05,1173.4300537109375
1988-09-06,1176.77001953125
1988-09-07,1182.5400390625
1988-09-08,1186.8599853515625
1988-09-09,1186.5899658203125
1988-09-12,1199.8299560546875
1988-09-13,1211.239990234375
1988-09-14,1224.050048828125
1988-09-15,1226.4200439453125
1988-09-16,1229.280029296875
1988-09-19,1248.469970703125
1988-09-20,1243.0400390625
1988-09-21,1257.800048828125
1988-09-22,1250.0699462890625
1988-09-23,1250.43994140625
1988-09-26,1254.9300537109375
1988-09-27,1252.5400390625
1988-09-28,1239.9000244140625
1988-09-29,1248.010009765625
1988-09-30,1253.6800537109375
1988-10-03,1243.280029296875
1988-10-04,1245.260009765625
1988-10-05,1252.260009765625
1988-10-06,1257.5799560546875
1988-10-07,1265.06005859375
1988-10-10,1283.6700439453125
1988-10-11,1275.52001953125
1988-10-12,1263.0
1988-10-13,1269.27001953125
1988-10-14,1284.510009765625
1988-10-17,1282.75
1988-10-18,1299.5899658203125
1988-10-19,1309.22998046875
1988-10-20,1288.43994140625
1988-10-21,1297.5999755859375
1988-10-24,1288.1099853515625
1988-10-25,1290.0699462890625
1988-10-26,1308.0899658203125
1988-10-27,1319.25
1988-10-28,1314.7099609375
1988-10-31,1308.25
1988-11-01,1304.969970703125
1988-11-02,1299.7099609375
1988-11-03,1275.6800537109375
1988-11-04,1289.3699951171875
1988-11-07,1271.030029296875
1988-11-08,1284.5999755859375
1988-11-09,1283.4100341796875
1988-11-10,1266.9200439453125
1988-11-11,1252.1099853515625
1988-11-14,1252.8299560546875
1988-11-15,1265.4000244140625
1988-11-17,1261.280029296875
1988-11-18,1278.25
1988-11-21,1286.989990234375
1988-11-22,1275.0400390625
1988-11-23,1283.0799560546875
1988-11-24,1280.449951171875
1988-11-25,1275.6700439453125
1988-11-28,1261.550048828125
1988-11-29,1259.18994140625
1988-11-30,1273.760009765625
1988-12-01,1281.6099853515625
1988-12-02,1272.0899658203125
1988-12-05,1281.3199462890625
1988-12-06,1292.7099609375
1988-12-07,1300.6600341796875
1988-12-08,1298.02001953125
1988-12-09,1300.760009765625
1988-12-12,1293.22998046875
1988-12-13,1288.0899658203125
1988-12-14,1294.52001953125
1988-12-15,1282.280029296875
1988-12-16,1298.31005859375
1988-12-19,1310.3800048828125
1988-12-20,1331.52001953125
1988-12-21,1321.68994140625
1988-12-22,1324.7900390625
1988-12-23,1326.199951171875
1988-12-27,1342.4599609375
1988-12-28,1332.3900146484375
1988-12-29,1330.22998046875
1989-01-02,1325.9599609375
1989-01-03,1356.6600341796875
1989-01-04,1369.780029296875
1989-01-05,1372.4000244140625
1989-01-06,1356.47998046875
1989-01-09,1367.0899658203125
1989-01-10,1349.9000244140625
1989-01-11,1352.4300537109375
1989-01-12,1360.6099853515625
1989-01-13,1356.699951171875
1989-01-16,1343.5799560546875
1989-01-17,1328.27001953125
1989-01-18,1316.9300537109375
1989-01-19,1339.97998046875
1989-01-20,1329.81005859375
1989-01-23,1313.2900390625
1989-01-24,1326.6099853515625
1989-01-25,1345.6300048828125
1989-01-26,1330.800048828125
1989-01-27,1341.8199462890625
1989-01-30,1335.93994140625
1989-01-31,1324.3399658203125
1989-02-01,1305.9300537109375
1989-02-02,1313.6600341796875
1989-02-03,1328.989990234375
1989-02-06,1332.6600341796875
1989-02-07,1344.800048828125
1989-02-08,1356.5400390625
1989-02-09,1349.719970703125
1989-02-10,1347.1700439453125
1989-02-13,1335.5
1989-02-14,1333.9599609375
1989-02-15,1321.199951171875
1989-02-16,1322.5899658203125
1989-02-17,1319.9300537109375
1989-02-20,1320.8299560546875
1989-02-21,1310.5899658203125
1989-02-22,1296.1099853515625
1989-02-23,1273.0799560546875
1989-02-24,1284.449951171875
1989-02-27,1269.6800537109375
1989-02-28,1289.7900390625
1989-03-01,1305.75
1989-03-02,1303.260009765625
1989-03-03,1324.8900146484375
1989-03-06,1332.6700439453125
1989-03-07,1331.010009765625
1989-03-08,1314.6700439453125
1989-03-09,1315.8599853515625
1989-03-10,1320.3599853515625
1989-03-13,1310.3599853515625
1989-03-14,1329.02001953125
1989-03-15,1332.6600341796875
1989-03-16,1323.6400146484375
1989-03-17,1325.510009765625
1989-03-20,1299.1600341796875
1989-03-21,1302.1700439453125
1989-03-22,1308.7900390625
1989-03-23,1303.760009765625
1989-03-28,1308.239990234375
1989-03-29,1310.6600341796875
1989-03-30,1316.0
1989-03-31,1319.8800048828125
1989-04-03,1339.4300537109375
1989-04-04,1341.9000244140625
1989-04-05,1346.5899658203125
1989-04-06,1351.47998046875
1989-04-07,1346.0699462890625
1989-04-10,1362.5899658203125
1989-04-11,1371.6700439453125
1989-04-12,1379.300048828125
1989-04-13,1396.3399658203125
1989-04-14,1378.3499755859375
1989-04-17,1395.68994140625
1989-04-18,1390.6099853515625
1989-04-19,1391.0400390625
1989-04-20,1387.27001953125
1989-04-21,1375.9300537109375
1989-04-24,1373.489990234375
1989-04-25,1368.5999755859375
1989-04-26,1374.18994140625
1989-04-27,1374.760009765625
1989-04-28,1374.0400390625
1989-05-02,1359.06005859375
1989-05-03,1365.8699951171875
1989-05-05,1380.280029296875
1989-05-08,1379.3800048828125
1989-05-09,1369.4200439453125
1989-05-10,1368.1300048828125
1989-05-11,1367.3699951171875
1989-05-12,1348.260009765625
1989-05-16,1338.9300537109375
1989-05-17,1338.3800048828125
1989-05-18,1348.6700439453125
1989-05-19,1354.0799560546875
1989-05-22,1351.5799560546875
1989-05-23,1348.5899658203125
1989-05-24,1369.550048828125
1989-05-26,1373.550048828125
1989-05-29,1378.6300048828125
1989-05-30,1402.5699462890625
1989-05-31,1407.050048828125
1989-06-01,1406.9599609375
1989-06-02,1417.8299560546875
1989-06-05,1421.739990234375
1989-06-06,1408.949951171875
1989-06-07,1429.9000244140625
1989-06-08,1440.0
1989-06-09,1436.9000244140625
1989-06-12,1433.8199462890625
1989-06-13,1425.780029296875
1989-06-14,1433.239990234375
1989-06-15,1426.1800537109375
1989-06-16,1430.2099609375
1989-06-19,1453.5899658203125
1989-06-20,1477.18994140625
1989-06-21,1470.3800048828125
1989-06-22,1485.300048828125
1989-06-23,1485.31005859375
1989-06-26,1486.7900390625
1989-06-27,1475.0799560546875
1989-06-28,1492.06005859375
1989-06-29,1488.1600341796875
1989-06-30,1477.219970703125
1989-07-03,1485.4000244140625
1989-07-04,1511.8800048828125
1989-07-05,1496.81005859375
1989-07-06,1486.7900390625
1989-07-07,1507.8800048828125
1989-07-10,1520.5999755859375
1989-07-11,1503.3599853515625
1989-07-12,1511.3900146484375
1989-07-13,1513.56005859375
1989-07-14,1527.5999755859375
1989-07-17,1530.239990234375
1989-07-18,1515.6199951171875
1989-07-19,1535.1199951171875
1989-07-20,1546.489990234375
1989-07-21,1556.3800048828125
1989-07-24,1554.5799560546875
1989-07-25,1550.010009765625
1989-07-26,1570.550048828125
1989-07-27,1564.8699951171875
1989-07-28,1554.5899658203125
1989-07-31,1548.6800537109375
1989-08-01,1576.3900146484375
1989-08-02,1590.1300048828125
1989-08-03,1574.719970703125
1989-08-04,1585.3699951171875
1989-08-07,1584.280029296875
1989-08-08,1604.6400146484375
1989-08-09,1602.8900146484375
1989-08-10,1615.5799560546875
1989-08-11,1610.4200439453125
1989-08-14,1586.75
1989-08-15,1567.9000244140625
1989-08-16,1591.18994140625
1989-08-17,1574.469970703125
1989-08-18,1572.97998046875
1989-08-21,1594.4300537109375
1989-08-22,1600.699951171875
1989-08-23,1594.72998046875
1989-08-24,1592.8499755859375
1989-08-25,1604.469970703125
1989-08-28,1600.989990234375
1989-08-29,1594.5899658203125
1989-08-30,1589.010009765625
1989-08-31,1594.699951171875
1989-09-01,1608.050048828125
1989-09-04,1622.050048828125
1989-09-05,1636.800048828125
1989-09-06,1639.3699951171875
1989-09-07,1638.530029296875
1989-09-08,1654.469970703125
1989-09-11,1641.06005859375
1989-09-12,1630.489990234375
1989-09-13,1609.6600341796875
1989-09-14,1609.8900146484375
1989-09-15,1607.0799560546875
1989-09-18,1597.0799560546875
1989-09-19,1613.1199951171875
1989-09-20,1617.949951171875
1989-09-21,1615.2099609375
1989-09-22,1626.02001953125
1989-09-25,1635.050048828125
1989-09-26,1617.949951171875
1989-09-27,1585.06005859375
1989-09-28,1586.239990234375
1989-09-29,1570.6400146484375
1989-10-02,1578.489990234375
1989-10-03,1596.7900390625
1989-10-04,1616.81005859375
1989-10-05,1615.77001953125
1989-10-06,1629.6099853515625
1989-10-09,1636.1500244140625
1989-10-10,1643.6700439453125
1989-10-11,1610.489990234375
1989-10-12,1608.02001953125
1989-10-13,1595.6300048828125
1989-10-16,1385.9100341796875
1989-10-17,1477.1700439453125
1989-10-18,1501.489990234375
1989-10-19,1522.2900390625
1989-10-20,1520.010009765625
1989-10-23,1518.239990234375
1989-10-24,1508.25
1989-10-25,1479.219970703125
1989-10-26,1492.9200439453125
1989-10-27,1467.31005859375
1989-10-30,1457.81005859375
1989-10-31,1464.8699951171875
1989-11-01,1473.2900390625
1989-11-02,1465.5999755859375
1989-11-03,1445.1300048828125
1989-11-06,1444.739990234375
1989-11-07,1432.18994140625
1989-11-08,1436.8900146484375
1989-11-09,1464.510009765625
1989-11-10,1490.969970703125
1989-11-13,1527.6700439453125
1989-11-14,1502.7900390625
1989-11-15,1500.22998046875
1989-11-16,1515.6600341796875
1989-11-17,1527.5999755859375
1989-11-20,1533.75
1989-11-21,1514.06005859375
1989-11-23,1533.0699462890625
1989-11-24,1549.81005859375
1989-11-27,1560.0400390625
1989-11-28,1547.9300537109375
1989-11-29,1565.8299560546875
1989-11-30,1556.4100341796875
1989-12-01,1603.81005859375
1989-12-04,1636.8699951171875
1989-12-05,1621.1099853515625
1989-12-06,1654.1600341796875
1989-12-07,1667.8599853515625
1989-12-08,1646.489990234375
1989-12-11,1652.219970703125
1989-12-12,1650.3399658203125
1989-12-13,1630.31005859375
1989-12-14,1629.0999755859375
1989-12-15,1628.489990234375
1989-12-18,1633.4000244140625
1989-12-19,1640.5
1989-12-20,1671.9599609375
1989-12-21,1676.8499755859375
1989-12-22,1685.6400146484375
1989-12-27,1732.8800048828125
1989-12-28,1778.1199951171875
1990-01-02,1788.8900146484375
1990-01-03,1867.2900390625
1990-01-04,1830.9200439453125
1990-01-05,1812.9000244140625
1990-01-08,1841.469970703125
1990-01-09,1865.52001953125
1990-01-10,1843.050048828125
1990-01-11,1843.4200439453125
1990-01-12,1860.9599609375
1990-01-15,1840.3800048828125
1990-01-16,1806.0999755859375
1990-01-17,1810.6099853515625
1990-01-18,1771.6700439453125
1990-01-19,1775.2900390625
1990-01-22,1787.0799560546875
1990-01-23,1785.0
1990-01-24,1751.6199951171875
1990-01-25,1791.52001953125
1990-01-26,1798.219970703125
1990-01-29,1815.68994140625
1990-01-30,1815.199951171875
1990-01-31,1821.2099609375
1990-02-01,1852.9200439453125
1990-02-02,1908.4599609375
1990-02-05,1939.8199462890625
1990-02-06,1936.25
1990-02-07,1895.6500244140625
1990-02-08,1909.949951171875
1990-02-09,1895.9300537109375
1990-02-12,1844.469970703125
1990-02-13,1857.0999755859375
1990-02-14,1836.5799560546875
1990-02-15,1845.9200439453125
1990-02-16,1888.8199462890625
1990-02-19,1886.72998046875
1990-02-20,1830.510009765625
1990-02-21,1807.4000244140625
1990-02-22,1823.5
1990-02-23,1788.3900146484375
1990-02-26,1764.06005859375
1990-02-27,1797.0400390625
1990-02-28,1806.6300048828125
1990-03-01,1796.1800537109375
1990-03-02,1804.97998046875
1990-03-05,1838.1800537109375
1990-03-06,1820.3599853515625
1990-03-07,1841.9200439453125
1990-03-08,1861.949951171875
1990-03-09,1858.8900146484375
1990-03-12,1843.739990234375
1990-03-13,1866.5699462890625
1990-03-14,1876.8900146484375
1990-03-15,1884.260009765625
1990-03-16,1881.97998046875
1990-03-19,1924.56005859375
1990-03-20,1903.300048828125
1990-03-21,1930.6700439453125
1990-03-22,1931.75
1990-03-23,1921.6400146484375
1990-03-26,1934.780029296875
1990-03-27,1926.9200439453125
1990-03-28,1918.300048828125
1990-03-29,1955.8800048828125
1990-03-30,1966.75
1990-04-02,1935.260009765625
1990-04-03,1965.9100341796875
1990-04-04,1960.8900146484375
1990-04-05,1952.800048828125
1990-04-06,1959.0799560546875
1990-04-09,1919.780029296875
1990-04-10,1913.1400146484375
1990-04-11,1890.9000244140625
1990-04-12,1909.8699951171875
1990-04-17,1916.22998046875
1990-04-18,1896.9100341796875
1990-04-19,1873.7900390625
1990-04-20,1890.6199951171875
1990-04-23,1851.3499755859375
1990-04-24,1841.2099609375
1990-04-25,1845.93994140625
1990-04-26,1830.9200439453125
1990-04-27,1817.800048828125
1990-04-30,1812.9100341796875
1990-05-02,1835.81005859375
1990-05-03,1874.8499755859375
1990-05-04,1904.8499755859375
1990-05-07,1920.8800048828125
1990-05-08,1910.1800537109375
1990-05-09,1903.6099853515625
1990-05-10,1884.9000244140625
1990-05-11,1884.760009765625
1990-05-14,1857.97998046875
1990-05-15,1843.77001953125
1990-05-16,1850.260009765625
1990-05-17,1831.5899658203125
1990-05-18,1856.449951171875
1990-05-21,1817.7099609375
1990-05-22,1803.25
1990-05-23,1833.6600341796875
1990-05-25,1826.989990234375
1990-05-28,1823.219970703125
1990-05-29,1851.949951171875
1990-05-30,1843.3199462890625
1990-05-31,1836.68994140625
1990-06-01,1850.239990234375
1990-06-05,1880.6300048828125
1990-06-06,1857.949951171875
1990-06-07,1846.1400146484375
1990-06-08,1826.56005859375
1990-06-11,1809.7099609375
1990-06-12,1812.3499755859375
1990-06-13,1792.25
1990-06-15,1787.280029296875
1990-06-18,1804.3800048828125
1990-06-19,1821.3399658203125
1990-06-20,1853.0999755859375
1990-06-21,1863.550048828125
1990-06-22,1874.06005859375
1990-06-25,1881.8800048828125
1990-06-26,1887.8800048828125
1990-06-27,1887.300048828125
1990-06-28,1911.0799560546875
1990-06-29,1884.6700439453125
1990-07-02,1911.3399658203125
1990-07-03,1911.260009765625
1990-07-04,1927.18994140625
1990-07-05,1927.0699462890625
1990-07-06,1924.0999755859375
1990-07-09,1927.280029296875
1990-07-10,1904.02001953125
1990-07-11,1902.3599853515625
1990-07-12,1929.239990234375
1990-07-13,1931.8499755859375
1990-07-16,1932.4300537109375
1990-07-17,1929.06005859375
1990-07-18,1962.0699462890625
1990-07-19,1962.219970703125
1990-07-20,1950.1600341796875
1990-07-23,1939.8199462890625
1990-07-24,1922.6700439453125
1990-07-25,1924.3399658203125
1990-07-26,1930.5699462890625
1990-07-27,1920.25
1990-07-30,1909.199951171875
1990-07-31,1922.9200439453125
1990-08-01,1903.97998046875
1990-08-02,1870.8900146484375
1990-08-03,1848.5
1990-08-06,1759.5899658203125
1990-08-07,1786.0400390625
1990-08-08,1733.5699462890625
1990-08-09,1751.510009765625
1990-08-10,1752.47998046875
1990-08-13,1721.5400390625
1990-08-14,1714.530029296875
1990-08-15,1737.52001953125
1990-08-16,1739.5799560546875
1990-08-17,1677.8900146484375
1990-08-20,1645.3800048828125
1990-08-21,1584.989990234375
1990-08-22,1568.1800537109375
1990-08-23,1532.2900390625
1990-08-24,1545.760009765625
1990-08-27,1633.6099853515625
1990-08-28,1623.06005859375
1990-08-29,1626.18994140625
1990-08-30,1653.550048828125
1990-08-31,1622.010009765625
1990-09-03,1620.1500244140625
1990-09-04,1605.6800537109375
1990-09-05,1581.6600341796875
1990-09-06,1555.93994140625
1990-09-07,1559.6700439453125
1990-09-10,1603.4200439453125
1990-09-11,1578.989990234375
1990-09-12,1599.3499755859375
1990-09-13,1581.260009765625
1990-09-14,1561.800048828125
1990-09-17,1527.3199462890625
1990-09-18,1509.8900146484375
1990-09-19,1479.4000244140625
1990-09-20,1465.77001953125
1990-09-21,1430.469970703125
1990-09-24,1426.31005859375
1990-09-25,1367.9000244140625
1990-09-26,1377.0899658203125
1990-09-27,1399.5
1990-09-28,1327.97998046875
1990-10-01,1405.6700439453125
1990-10-02,1448.449951171875
1990-10-04,1413.3800048828125
1990-10-05,1402.550048828125
1990-10-08,1458.0699462890625
1990-10-09,1445.93994140625
1990-10-10,1406.02001953125
1990-10-11,1425.6400146484375
1990-10-12,1461.9000244140625
1990-10-15,1472.72998046875
1990-10-16,1462.7099609375
1990-10-17,1441.31005859375
1990-10-18,1468.5400390625
1990-10-19,1484.0899658203125
1990-10-22,1474.1600341796875
1990-10-23,1488.3399658203125
1990-10-24,1523.1700439453125
1990-10-25,1498.510009765625
1990-10-26,1463.1199951171875
1990-10-29,1453.1800537109375
1990-10-30,1439.719970703125
1990-10-31,1434.5
1990-11-01,1421.22998046875
1990-11-02,1420.050048828125
1990-11-05,1422.8299560546875
1990-11-06,1404.760009765625
1990-11-07,1370.5
1990-11-08,1359.1800537109375
1990-11-09,1384.1199951171875
1990-11-12,1409.8199462890625
1990-11-13,1421.81005859375
1990-11-14,1402.300048828125
1990-11-15,1417.47998046875
1990-11-16,1430.199951171875
1990-11-19,1462.81005859375
1990-11-20,1459.8699951171875
1990-11-22,1496.050048828125
1990-11-23,1477.0400390625
1990-11-26,1458.280029296875
1990-11-27,1434.3699951171875
1990-11-28,1425.6700439453125
1990-11-29,1424.4100341796875
1990-11-30,1436.5699462890625
1990-12-03,1466.4000244140625
1990-12-04,1442.699951171875
1990-12-05,1459.9000244140625
1990-12-06,1493.06005859375
1990-12-07,1510.97998046875
1990-12-10,1514.5999755859375
1990-12-11,1487.6800537109375
1990-12-12,1518.5799560546875
1990-12-13,1527.3599853515625
1990-12-14,1513.25
1990-12-17,1491.1300048828125
1990-12-18,1480.3199462890625
1990-12-19,1460.97998046875
1990-12-20,1417.9599609375
1990-12-21,1421.22998046875
1990-12-27,1413.3199462890625
1990-12-28,1389.3499755859375
1991-01-02,1359.4300537109375
1991-01-03,1370.06005859375
1991-01-04,1390.0799560546875
1991-01-07,1356.47998046875
1991-01-08,1351.2099609375
1991-01-09,1367.719970703125
1991-01-10,1376.760009765625
1991-01-11,1377.489990234375
1991-01-14,1345.260009765625
1991-01-15,1317.1700439453125
1991-01-16,1324.93994140625
1991-01-17,1404.3499755859375
1991-01-18,1401.6500244140625
1991-01-21,1393.02001953125
1991-01-22,1373.9100341796875
1991-01-23,1365.469970703125
1991-01-24,1379.5699462890625
1991-01-25,1381.300048828125
1991-01-28,1378.5
1991-01-29,1388.3900146484375
1991-01-30,1395.5400390625
1991-01-31,1421.1600341796875
1991-02-01,1417.52001953125
1991-02-04,1446.22998046875
1991-02-05,1442.72998046875
1991-02-06,1425.219970703125
1991-02-07,1442.8299560546875
1991-02-08,1449.0699462890625
1991-02-11,1493.1800537109375
1991-02-12,1470.010009765625
1991-02-13,1482.8699951171875
1991-02-14,1497.2900390625
1991-02-15,1500.6199951171875
1991-02-18,1557.8699951171875
1991-02-19,1588.56005859375
1991-02-20,1567.260009765625
1991-02-21,1569.5400390625
1991-02-22,1574.77001953125
1991-02-25,1606.06005859375
1991-02-26,1564.7900390625
1991-02-27,1553.989990234375
1991-02-28,1564.449951171875
1991-03-01,1521.300048828125
1991-03-04,1529.31005859375
1991-03-05,1546.6099853515625
1991-03-06,1584.1500244140625
1991-03-07,1586.68994140625
1991-03-08,1604.6700439453125
1991-03-11,1575.68994140625
1991-03-12,1568.469970703125
1991-03-13,1558.75
1991-03-14,1563.6400146484375
1991-03-15,1572.2099609375
1991-03-18,1558.22998046875
1991-03-19,1542.8499755859375
1991-03-20,1530.68994140625
1991-03-21,1527.5400390625
1991-03-22,1507.6400146484375
1991-03-25,1508.81005859375
1991-03-26,1499.260009765625
1991-03-27,1514.8599853515625
1991-03-28,1515.3199462890625
1991-04-02,1541.8399658203125
1991-04-03,1572.43994140625
1991-04-04,1568.4000244140625
1991-04-05,1576.1700439453125
1991-04-08,1576.3699951171875
1991-04-09,1588.449951171875
1991-04-10,1560.530029296875
1991-04-11,1566.52001953125
1991-04-12,1577.6500244140625
1991-04-15,1600.5
1991-04-16,1602.5
1991-04-17,1616.9200439453125
1991-04-18,1614.1600341796875
1991-04-19,1599.8299560546875
1991-04-22,1577.050048828125
1991-04-23,1593.6199951171875
1991-04-24,1599.4100341796875
1991-04-25,1625.8699951171875
1991-04-26,1620.52001953125
1991-04-29,1633.8499755859375
1991-04-30,1606.8699951171875
1991-05-02,1631.1600341796875
1991-05-03,1633.1300048828125
1991-05-06,1625.8599853515625
1991-05-07,1628.989990234375
1991-05-08,1608.77001953125
1991-05-10,1620.3900146484375
1991-05-13,1607.280029296875
1991-05-14,1598.0699462890625
1991-05-15,1587.77001953125
1991-05-16,1592.3199462890625
1991-05-17,1602.5899658203125
1991-05-21,1612.47998046875
1991-05-22,1640.72998046875
1991-05-23,1641.2099609375
1991-05-24,1662.2900390625
1991-05-27,1677.3399658203125
1991-05-28,1675.280029296875
1991-05-29,1686.4200439453125
1991-05-31,1707.9599609375
1991-06-03,1704.18994140625
1991-06-04,1689.300048828125
1991-06-05,1705.739990234375
1991-06-06,1708.699951171875
1991-06-07,1708.3599853515625
1991-06-10,1698.0799560546875
1991-06-11,1713.300048828125
1991-06-12,1699.280029296875
1991-06-13,1688.8499755859375
1991-06-14,1702.8800048828125
1991-06-17,1714.219970703125
1991-06-18,1694.0
1991-06-19,1687.699951171875
1991-06-20,1689.719970703125
1991-06-21,1706.760009765625
1991-06-24,1690.6800537109375
1991-06-25,1691.469970703125
1991-06-26,1677.5799560546875
1991-06-27,1668.6099853515625
1991-06-28,1623.72998046875
1991-07-01,1628.75
1991-07-02,1613.6300048828125
1991-07-03,1606.510009765625
1991-07-04,1621.0400390625
1991-07-05,1618.1600341796875
1991-07-08,1610.6099853515625
1991-07-09,1630.75
1991-07-10,1640.1700439453125
1991-07-11,1635.469970703125
1991-07-12,1645.8900146484375
1991-07-15,1647.8399658203125
1991-07-16,1638.3499755859375
1991-07-17,1629.9300537109375
1991-07-18,1621.489990234375
1991-07-19,1624.739990234375
1991-07-22,1627.6300048828125
1991-07-23,1631.989990234375
1991-07-24,1621.1800537109375
1991-07-25,1613.4200439453125
1991-07-26,1604.949951171875
1991-07-29,1605.75
1991-07-30,1616.6700439453125
1991-07-31,1619.2900390625
1991-08-01,1620.489990234375
1991-08-02,1619.6700439453125
1991-08-05,1623.0699462890625
1991-08-06,1613.97998046875
1991-08-07,1631.8699951171875
1991-08-08,1630.3699951171875
1991-08-09,1633.469970703125
1991-08-12,1626.550048828125
1991-08-13,1650.4300537109375
1991-08-14,1650.06005859375
1991-08-15,1654.1099853515625
1991-08-16,1653.5999755859375
1991-08-19,1501.8199462890625
1991-08-20,1524.280029296875
1991-08-21,1603.6500244140625
