Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-30 00:00:00-05:00,0.116263,0.117631,0.116263,0.116263,4364800,0.000000,0.000000
1980-12-31 00:00:00-05:00,0.116263,0.117631,0.114895,0.114895,2918400,0.000000,0.000000
1981-01-02 00:00:00-05:00,0.117631,0.120366,0.117631,0.117631,1574400,0.000000,0.000000
1981-01-05 00:00:00-05:00,0.122418,0.124469,0.122418,0.122418,5824000,0.000000,0.000000
1981-01-06 00:00:00-05:00,0.123102,0.124469,0.123102,0.123102,6950400,0.000000,0.000000
1981-01-07 00:00:00-05:00,0.117631,0.117631,0.116263,0.116263,8806400,0.000000,0.000000
1981-01-08 00:00:00-05:00,0.114895,0.114895,0.113527,0.113527,3302400,0.000000,0.000000
1981-01-09 00:00:00-05:00,0.113527,0.114895,0.112159,0.112159,2470400,0.000000,0.000000
1981-01-12 00:00:00-05:00,0.113527,0.116263,0.113527,0.113527,3353600,0.000000,0.000000
1981-01-13 00:00:00-05:00,0.116263,0.118999,0.116263,0.116263,4467200,0.000000,0.000000
1981-01-14 00:00:00-05:00,0.120366,0.123102,0.120366,0.120366,7923200,0.000000,0.000000
1981-01-15 00:00:00-05:00,0.120366,0.121734,0.120366,0.120366,2521600,0.000000,0.000000
1981-01-16 00:00:00-05:00,0.120366,0.123102,0.120366,0.120366,3328000,0.000000,0.000000
1981-01-19 00:00:00-05:00,0.120366,0.121734,0.120366,0.120366,4032000,0.000000,0.000000
1981-01-20 00:00:00-05:00,0.118999,0.118999,0.116263,0.116263,3507200,0.000000,0.000000
1981-01-21 00:00:00-05:00,0.116263,0.117631,0.114895,0.114895,985600,0.000000,0.000000
1981-01-22 00:00:00-05:00,0.113527,0.113527,0.109424,0.109424,1318400,0.000000,0.000000
1981-01-23 00:00:00-05:00,0.112159,0.114895,0.112159,0.112159,1382400,0.000000,0.000000
1981-01-26 00:00:00-05:00,0.112159,0.112159,0.109424,0.109424,1126400,0.000000,0.000000
1981-01-27 00:00:00-05:00,0.109424,0.110792,0.109424,0.109424,857600,0.000000,0.000000
1981-01-28 00:00:00-05:00,0.109424,0.110792,0.109424,0.109424,1164800,0.000000,0.000000
1981-01-29 00:00:00-05:00,0.109424,0.112159,0.109424,0.109424,2521600,0.000000,0.000000
1981-01-30 00:00:00-05:00,0.108056,0.108056,0.105321,0.105321,832000,0.000000,0.000000
1981-02-02 00:00:00-05:00,0.105321,0.105321,0.102585,0.102585,2060800,0.000000,0.000000
1981-02-03 00:00:00-05:00,0.102585,0.105321,0.102585,0.102585,1139200,0.000000,0.000000
1981-02-04 00:00:00-05:00,0.102585,0.105321,0.102585,0.102585,2060800,0.000000,0.000000
1981-02-05 00:00:00-05:00,0.105321,0.106688,0.105321,0.105321,3878400,0.000000,0.000000
1981-02-06 00:00:00-05:00,0.105321,0.108056,0.105321,0.105321,1216000,0.000000,0.000000
1981-02-09 00:00:00-05:00,0.105321,0.106688,0.102585,0.102585,1139200,0.000000,0.000000
1981-02-10 00:00:00-05:00,0.102585,0.105321,0.102585,0.102585,2176000,0.000000,0.000000
1981-02-11 00:00:00-05:00,0.102585,0.103953,0.099849,0.099849,1254400,0.000000,0.000000
1981-02-12 00:00:00-05:00,0.099849,0.103953,0.099849,0.099849,217600,0.000000,0.000000
1981-02-13 00:00:00-05:00,0.099849,0.102585,0.098481,0.098481,921600,0.000000,0.000000
1981-02-17 00:00:00-05:00,0.098481,0.101217,0.098481,0.098481,806400,0.000000,0.000000
1981-02-18 00:00:00-05:00,0.101217,0.103953,0.101217,0.101217,2201600,0.000000,0.000000
1981-02-19 00:00:00-05:00,0.103953,0.106688,0.103953,0.103953,1881600,0.000000,0.000000
1981-02-20 00:00:00-05:00,0.103953,0.106688,0.102585,0.102585,1536000,0.000000,0.000000
1981-02-23 00:00:00-05:00,0.102585,0.105321,0.102585,0.102585,537600,0.000000,0.000000
1981-02-24 00:00:00-05:00,0.103953,0.108056,0.103953,0.103953,2009600,0.000000,0.000000
1981-02-25 00:00:00-05:00,0.103953,0.106688,0.103953,0.103953,537600,0.000000,0.000000
1981-02-26 00:00:00-05:00,0.105321,0.108056,0.105321,0.105321,844800,0.000000,0.000000
1981-02-27 00:00:00-05:00,0.105321,0.109424,0.105321,0.105321,755200,0.000000,0.000000
1981-03-02 00:00:00-05:00,0.105321,0.109424,0.105321,0.105321,896000,0.000000,0.000000
1981-03-03 00:00:00-05:00,0.108056,0.110792,0.108056,0.108056,3801600,0.000000,0.000000
1981-03-04 00:00:00-05:00,0.108056,0.109424,0.108056,0.108056,2508800,0.000000,0.000000
1981-03-05 00:00:00-05:00,0.108056,0.109424,0.106688,0.106688,691200,0.000000,0.000000
1981-03-06 00:00:00-05:00,0.106688,0.108056,0.105321,0.105321,1638400,0.000000,0.000000
1981-03-09 00:00:00-05:00,0.105321,0.106688,0.103953,0.103953,972800,0.000000,0.000000
1981-03-10 00:00:00-05:00,0.098481,0.098481,0.095746,0.095746,1433600,0.000000,0.000000
1981-03-11 00:00:00-05:00,0.097114,0.099849,0.097114,0.097114,1830400,0.000000,0.000000
1981-03-12 00:00:00-05:00,0.098481,0.101217,0.098481,0.098481,3904000,0.000000,0.000000
1981-03-13 00:00:00-05:00,0.099849,0.102585,0.099849,0.099849,729600,0.000000,0.000000
1981-03-16 00:00:00-05:00,0.099849,0.101217,0.097114,0.097114,921600,0.000000,0.000000
1981-03-17 00:00:00-05:00,0.097114,0.098482,0.097114,0.097114,832000,0.000000,0.000000
1981-03-18 00:00:00-05:00,0.097114,0.098481,0.095746,0.095746,2022400,0.000000,0.000000
1981-03-19 00:00:00-05:00,0.095746,0.097114,0.094378,0.094378,3558400,0.000000,0.000000
1981-03-20 00:00:00-05:00,0.095746,0.097114,0.095746,0.095746,1728000,0.000000,0.000000
1981-03-23 00:00:00-05:00,0.095746,0.098481,0.095746,0.095746,2688000,0.000000,0.000000
1981-03-24 00:00:00-05:00,0.097114,0.098482,0.097114,0.097114,3264000,0.000000,0.000000
1981-03-25 00:00:00-05:00,0.097114,0.098481,0.095746,0.095746,1241600,0.000000,0.000000
1981-03-26 00:00:00-05:00,0.097114,0.099849,0.097114,0.097114,3379200,0.000000,0.000000
1981-03-27 00:00:00-05:00,0.098481,0.099849,0.098481,0.098481,1395200,0.000000,0.000000
1981-03-30 00:00:00-05:00,0.101217,0.103953,0.101217,0.101217,3136000,0.000000,0.000000
1981-03-31 00:00:00-05:00,0.102585,0.106688,0.102585,0.102585,3955200,0.000000,0.000000
1981-04-01 00:00:00-05:00,0.109424,0.112159,0.109424,0.109424,3046400,0.000000,0.000000
1981-04-02 00:00:00-05:00,0.109424,0.112159,0.109424,0.109424,4915200,0.000000,0.000000
1981-04-03 00:00:00-05:00,0.112159,0.113527,0.112159,0.112159,1369600,0.000000,0.000000
1981-04-06 00:00:00-05:00,0.112159,0.112159,0.109424,0.109424,2752000,0.000000,0.000000
1981-04-07 00:00:00-05:00,0.109424,0.110792,0.109424,0.109424,1433600,0.000000,0.000000
1981-04-08 00:00:00-05:00,0.109424,0.112159,0.109424,0.109424,1612800,0.000000,0.000000
1981-04-09 00:00:00-05:00,0.118999,0.121734,0.118999,0.118999,5657600,0.000000,0.000000
1981-04-10 00:00:00-05:00,0.118999,0.120366,0.118999,0.118999,4864000,0.000000,0.000000
1981-04-13 00:00:00-05:00,0.117631,0.117631,0.114895,0.114895,8230400,0.000000,0.000000
1981-04-14 00:00:00-05:00,0.114895,0.114895,0.112159,0.112159,3225600,0.000000,0.000000
1981-04-15 00:00:00-05:00,0.120366,0.121734,0.120366,0.120366,3276800,0.000000,0.000000
1981-04-16 00:00:00-05:00,0.121734,0.124469,0.121734,0.121734,10444800,0.000000,0.000000
1981-04-20 00:00:00-05:00,0.121734,0.124469,0.121734,0.121734,8179200,0.000000,0.000000
1981-04-21 00:00:00-05:00,0.121734,0.124469,0.121734,0.121734,2419200,0.000000,0.000000
1981-04-22 00:00:00-05:00,0.123102,0.125838,0.123102,0.123102,4454400,0.000000,0.000000
1981-04-23 00:00:00-05:00,0.123102,0.124469,0.123102,0.123102,5734400,0.000000,0.000000
1981-04-24 00:00:00-05:00,0.118999,0.118999,0.116263,0.116263,2496000,0.000000,0.000000
1981-04-27 00:00:00-04:00,0.116263,0.118999,0.116263,0.116263,2112000,0.000000,0.000000
1981-04-28 00:00:00-04:00,0.116263,0.118999,0.116263,0.116263,1523200,0.000000,0.000000
1981-04-29 00:00:00-04:00,0.116263,0.116263,0.114895,0.114895,1280000,0.000000,0.000000
1981-04-30 00:00:00-04:00,0.114895,0.116263,0.113527,0.113527,908800,0.000000,0.000000
1981-05-01 00:00:00-04:00,0.113527,0.114895,0.113527,0.113527,601600,0.000000,0.000000
1981-05-04 00:00:00-04:00,0.113527,0.114895,0.112159,0.112159,3315200,0.000000,0.000000
1981-05-05 00:00:00-04:00,0.112159,0.113527,0.110792,0.110792,1164800,0.000000,0.000000
1981-05-06 00:00:00-04:00,0.110792,0.113527,0.110792,0.110792,678400,0.000000,0.000000
1981-05-07 00:00:00-04:00,0.112159,0.116263,0.112159,0.112159,537600,0.000000,0.000000
1981-05-08 00:00:00-04:00,0.112159,0.114895,0.112159,0.112159,435200,0.000000,0.000000
1981-05-11 00:00:00-04:00,0.112159,0.112159,0.110792,0.110792,1344000,0.000000,0.000000
1981-05-12 00:00:00-04:00,0.113527,0.117631,0.113527,0.113527,1779200,0.000000,0.000000
1981-05-13 00:00:00-04:00,0.114895,0.117631,0.114895,0.114895,1587200,0.000000,0.000000
1981-05-14 00:00:00-04:00,0.114895,0.116263,0.112159,0.112159,768000,0.000000,0.000000
1981-05-15 00:00:00-04:00,0.112159,0.113527,0.110792,0.110792,921600,0.000000,0.000000
1981-05-18 00:00:00-04:00,0.110792,0.114895,0.110792,0.110792,3596800,0.000000,0.000000
1981-05-19 00:00:00-04:00,0.110792,0.113527,0.110792,0.110792,716800,0.000000,0.000000
1981-05-20 00:00:00-04:00,0.110792,0.114895,0.110792,0.110792,1664000,0.000000,0.000000
1981-05-21 00:00:00-04:00,0.112159,0.116263,0.112159,0.112159,1843200,0.000000,0.000000
1981-05-22 00:00:00-04:00,0.112159,0.116263,0.112159,0.112159,588800,0.000000,0.000000
1981-05-26 00:00:00-04:00,0.114895,0.118999,0.114895,0.114895,4812800,0.000000,0.000000
1981-05-27 00:00:00-04:00,0.118999,0.121734,0.118999,0.118999,3942400,0.000000,0.000000
1981-05-28 00:00:00-04:00,0.124469,0.127205,0.124469,0.124469,9100800,0.000000,0.000000
1981-05-29 00:00:00-04:00,0.124469,0.128573,0.124469,0.124469,3699200,0.000000,0.000000
1981-06-01 00:00:00-04:00,0.128573,0.131309,0.128573,0.128573,3302400,0.000000,0.000000
1981-06-02 00:00:00-04:00,0.129941,0.132676,0.129941,0.129941,5849600,0.000000,0.000000
1981-06-03 00:00:00-04:00,0.129941,0.132676,0.128573,0.128573,7692800,0.000000,0.000000
1981-06-04 00:00:00-04:00,0.128573,0.132676,0.128573,0.128573,2905600,0.000000,0.000000
1981-06-05 00:00:00-04:00,0.129941,0.132676,0.129941,0.129941,6080000,0.000000,0.000000
1981-06-08 00:00:00-04:00,0.129941,0.131309,0.128573,0.128573,1856000,0.000000,0.000000
1981-06-09 00:00:00-04:00,0.128573,0.131309,0.128573,0.128573,1164800,0.000000,0.000000
1981-06-10 00:00:00-04:00,0.129941,0.134044,0.129941,0.129941,2521600,0.000000,0.000000
1981-06-11 00:00:00-04:00,0.131309,0.135412,0.131309,0.131309,3904000,0.000000,0.000000
1981-06-12 00:00:00-04:00,0.132676,0.135412,0.132676,0.132676,8691200,0.000000,0.000000
1981-06-15 00:00:00-04:00,0.134044,0.135412,0.134044,0.134044,4108800,0.000000,0.000000
1981-06-16 00:00:00-04:00,0.135412,0.136780,0.135412,0.135412,16704000,0.000000,0.000000
1981-06-17 00:00:00-04:00,0.135412,0.135412,0.132676,0.132676,4070400,0.000000,0.000000
1981-06-18 00:00:00-04:00,0.127205,0.127205,0.125838,0.125838,6924800,0.000000,0.000000
1981-06-19 00:00:00-04:00,0.127205,0.129941,0.127205,0.127205,2329600,0.000000,0.000000
1981-06-22 00:00:00-04:00,0.127205,0.129941,0.127205,0.127205,1766400,0.000000,0.000000
1981-06-23 00:00:00-04:00,0.134044,0.135412,0.134044,0.134044,5337600,0.000000,0.000000
1981-06-24 00:00:00-04:00,0.132676,0.132676,0.131309,0.131309,1561600,0.000000,0.000000
1981-06-25 00:00:00-04:00,0.131309,0.132676,0.129941,0.129941,3635200,0.000000,0.000000
1981-06-26 00:00:00-04:00,0.129941,0.132676,0.129941,0.129941,2944000,0.000000,0.000000
1981-06-29 00:00:00-04:00,0.129941,0.131309,0.129941,0.129941,1088000,0.000000,0.000000
1981-06-30 00:00:00-04:00,0.129941,0.131309,0.127205,0.127205,1024000,0.000000,0.000000
1981-07-01 00:00:00-04:00,0.128573,0.129941,0.128573,0.128573,1728000,0.000000,0.000000
1981-07-02 00:00:00-04:00,0.129941,0.132676,0.129941,0.129941,1139200,0.000000,0.000000
1981-07-06 00:00:00-04:00,0.129941,0.129941,0.125838,0.125838,1356800,0.000000,0.000000
1981-07-07 00:00:00-04:00,0.121734,0.121734,0.117631,0.117631,1459200,0.000000,0.000000
1981-07-08 00:00:00-04:00,0.117631,0.118999,0.116263,0.116263,614400,0.000000,0.000000
1981-07-09 00:00:00-04:00,0.117631,0.118998,0.117631,0.117631,1420800,0.000000,0.000000
1981-07-10 00:00:00-04:00,0.117631,0.120366,0.116263,0.116263,793600,0.000000,0.000000
1981-07-13 00:00:00-04:00,0.118999,0.121734,0.118999,0.118999,1843200,0.000000,0.000000
1981-07-14 00:00:00-04:00,0.118999,0.121734,0.118999,0.118999,896000,0.000000,0.000000
1981-07-15 00:00:00-04:00,0.121734,0.124469,0.121734,0.121734,537600,0.000000,0.000000
1981-07-16 00:00:00-04:00,0.121734,0.124469,0.121734,0.121734,448000,0.000000,0.000000
1981-07-17 00:00:00-04:00,0.121734,0.124469,0.121734,0.121734,192000,0.000000,0.000000
1981-07-20 00:00:00-04:00,0.118999,0.118999,0.116263,0.116263,3404800,0.000000,0.000000
1981-07-21 00:00:00-04:00,0.116263,0.116263,0.113527,0.113527,857600,0.000000,0.000000
1981-07-22 00:00:00-04:00,0.113527,0.114895,0.113527,0.113527,1152000,0.000000,0.000000
1981-07-23 00:00:00-04:00,0.116263,0.118999,0.116263,0.116263,2560000,0.000000,0.000000
1981-07-24 00:00:00-04:00,0.120366,0.121734,0.120366,0.120366,2035200,0.000000,0.000000
1981-07-27 00:00:00-04:00,0.120366,0.121734,0.118999,0.118999,1433600,0.000000,0.000000
1981-07-28 00:00:00-04:00,0.120366,0.123102,0.120366,0.120366,780800,0.000000,0.000000
1981-07-29 00:00:00-04:00,0.120366,0.120366,0.118999,0.118999,1894400,0.000000,0.000000
1981-07-30 00:00:00-04:00,0.120366,0.121734,0.120366,0.120366,2470400,0.000000,0.000000
1981-07-31 00:00:00-04:00,0.120366,0.121734,0.118999,0.118999,524800,0.000000,0.000000
1981-08-03 00:00:00-04:00,0.117631,0.117631,0.114895,0.114895,1420800,0.000000,0.000000
1981-08-04 00:00:00-04:00,0.114895,0.117631,0.114895,0.114895,1100800,0.000000,0.000000
1981-08-05 00:00:00-04:00,0.113527,0.113527,0.110792,0.110792,2163200,0.000000,0.000000
1981-08-06 00:00:00-04:00,0.110792,0.112159,0.110792,0.110792,1318400,0.000000,0.000000
1981-08-07 00:00:00-04:00,0.110792,0.110792,0.106688,0.106688,998400,0.000000,0.000000
1981-08-10 00:00:00-04:00,0.106688,0.106688,0.106688,0.106688,0,0.000000,0.000000
1981-08-11 00:00:00-04:00,0.113527,0.116263,0.113527,0.113527,1241600,0.000000,0.000000
1981-08-12 00:00:00-04:00,0.114895,0.117631,0.114895,0.114895,2764800,0.000000,0.000000
1981-08-13 00:00:00-04:00,0.114895,0.117631,0.114895,0.114895,588800,0.000000,0.000000
1981-08-14 00:00:00-04:00,0.114895,0.117631,0.114895,0.114895,704000,0.000000,0.000000
1981-08-17 00:00:00-04:00,0.114895,0.116263,0.113527,0.113527,2278400,0.000000,0.000000
1981-08-18 00:00:00-04:00,0.109424,0.109424,0.105321,0.105321,1292800,0.000000,0.000000
1981-08-19 00:00:00-04:00,0.108056,0.110792,0.108056,0.108056,883200,0.000000,0.000000
1981-08-20 00:00:00-04:00,0.108056,0.110792,0.108056,0.108056,883200,0.000000,0.000000
1981-08-21 00:00:00-04:00,0.109424,0.110792,0.109424,0.109424,627200,0.000000,0.000000
1981-08-24 00:00:00-04:00,0.108056,0.108056,0.105321,0.105321,1088000,0.000000,0.000000
1981-08-25 00:00:00-04:00,0.103953,0.103953,0.101901,0.101901,358400,0.000000,0.000000
1981-08-26 00:00:00-04:00,0.103953,0.106688,0.103953,0.103953,614400,0.000000,0.000000
1981-08-27 00:00:00-04:00,0.103953,0.106688,0.103953,0.103953,3840000,0.000000,0.000000
1981-08-28 00:00:00-04:00,0.105321,0.106688,0.105321,0.105321,512000,0.000000,0.000000
1981-08-31 00:00:00-04:00,0.105321,0.106688,0.105321,0.105321,1075200,0.000000,0.000000
1981-09-01 00:00:00-04:00,0.105321,0.106688,0.103953,0.103953,1600000,0.000000,0.000000
1981-09-02 00:00:00-04:00,0.105321,0.106688,0.105321,0.105321,1049600,0.000000,0.000000
1981-09-03 00:00:00-04:00,0.105321,0.106688,0.105321,0.105321,704000,0.000000,0.000000
1981-09-04 00:00:00-04:00,0.105321,0.106688,0.102585,0.102585,1177600,0.000000,0.000000
1981-09-08 00:00:00-04:00,0.102585,0.105321,0.101217,0.101217,1267200,0.000000,0.000000
1981-09-09 00:00:00-04:00,0.102585,0.106688,0.102585,0.102585,179200,0.000000,0.000000
1981-09-10 00:00:00-04:00,0.105321,0.108056,0.105321,0.105321,1907200,0.000000,0.000000
1981-09-11 00:00:00-04:00,0.108056,0.112159,0.108056,0.108056,640000,0.000000,0.000000
1981-09-14 00:00:00-04:00,0.110792,0.114895,0.110792,0.110792,396800,0.000000,0.000000
1981-09-15 00:00:00-04:00,0.116263,0.118999,0.116263,0.116263,2995200,0.000000,0.000000
1981-09-16 00:00:00-04:00,0.112159,0.112159,0.109424,0.109424,1881600,0.000000,0.000000
1981-09-17 00:00:00-04:00,0.109424,0.110792,0.108056,0.108056,1651200,0.000000,0.000000
1981-09-18 00:00:00-04:00,0.108056,0.110792,0.108056,0.108056,320000,0.000000,0.000000
1981-09-21 00:00:00-04:00,0.109424,0.110792,0.109424,0.109424,934400,0.000000,0.000000
1981-09-22 00:00:00-04:00,0.109424,0.109424,0.105321,0.105321,985600,0.000000,0.000000
1981-09-23 00:00:00-04:00,0.105321,0.106688,0.105321,0.105321,1817600,0.000000,0.000000
1981-09-24 00:00:00-04:00,0.105321,0.108056,0.105321,0.105321,1612800,0.000000,0.000000
1981-09-25 00:00:00-04:00,0.105321,0.105321,0.102585,0.102585,2355200,0.000000,0.000000
1981-09-28 00:00:00-04:00,0.102585,0.102585,0.101217,0.101217,3532800,0.000000,0.000000
1981-09-29 00:00:00-04:00,0.102585,0.103953,0.102585,0.102585,678400,0.000000,0.000000
1981-09-30 00:00:00-04:00,0.103953,0.105321,0.103953,0.103953,1305600,0.000000,0.000000
1981-10-01 00:00:00-04:00,0.103953,0.106688,0.103953,0.103953,217600,0.000000,0.000000
1981-10-02 00:00:00-04:00,0.106688,0.109424,0.106688,0.106688,896000,0.000000,0.000000
1981-10-05 00:00:00-04:00,0.109424,0.112159,0.109424,0.109424,1318400,0.000000,0.000000
1981-10-06 00:00:00-04:00,0.109424,0.110792,0.108056,0.108056,1459200,0.000000,0.000000
1981-10-07 00:00:00-04:00,0.108056,0.110792,0.108056,0.108056,409600,0.000000,0.000000
1981-10-08 00:00:00-04:00,0.109424,0.112159,0.109424,0.109424,1216000,0.000000,0.000000
1981-10-09 00:00:00-04:00,0.106688,0.106688,0.102585,0.102585,1088000,0.000000,0.000000
1981-10-12 00:00:00-04:00,0.108056,0.109424,0.108056,0.108056,2304000,0.000000,0.000000
1981-10-13 00:00:00-04:00,0.118999,0.121734,0.118999,0.118999,6976000,0.000000,0.000000
1981-10-14 00:00:00-04:00,0.123102,0.124469,0.123102,0.123102,17088000,0.000000,0.000000
1981-10-15 00:00:00-04:00,0.123102,0.125838,0.123102,0.123102,4262400,0.000000,0.000000
1981-10-16 00:00:00-04:00,0.124469,0.127205,0.124469,0.124469,4032000,0.000000,0.000000
1981-10-19 00:00:00-04:00,0.128573,0.131309,0.128573,0.128573,2496000,0.000000,0.000000
1981-10-20 00:00:00-04:00,0.131309,0.134044,0.131309,0.131309,31961600,0.000000,0.000000
1981-10-21 00:00:00-04:00,0.134044,0.135412,0.134044,0.134044,4915200,0.000000,0.000000
1981-10-22 00:00:00-04:00,0.134044,0.135412,0.132676,0.132676,7232000,0.000000,0.000000
1981-10-23 00:00:00-04:00,0.132676,0.134044,0.131309,0.131309,3865600,0.000000,0.000000
1981-10-26 00:00:00-05:00,0.131309,0.134044,0.131309,0.131309,3251200,0.000000,0.000000
1981-10-27 00:00:00-05:00,0.134044,0.138148,0.134044,0.134044,2483200,0.000000,0.000000
1981-10-28 00:00:00-05:00,0.143619,0.147723,0.143619,0.143619,5785600,0.000000,0.000000
1981-10-29 00:00:00-05:00,0.146354,0.147723,0.146354,0.146354,10649600,0.000000,0.000000
1981-10-30 00:00:00-05:00,0.146354,0.146354,0.144987,0.144987,6988800,0.000000,0.000000
1981-11-02 00:00:00-05:00,0.144986,0.144986,0.140883,0.140883,3699200,0.000000,0.000000
1981-11-03 00:00:00-05:00,0.142251,0.144986,0.142251,0.142251,2291200,0.000000,0.000000
1981-11-04 00:00:00-05:00,0.142251,0.144986,0.142251,0.142251,6604800,0.000000,0.000000
1981-11-05 00:00:00-05:00,0.142251,0.143619,0.142251,0.142251,5273600,0.000000,0.000000
1981-11-06 00:00:00-05:00,0.142251,0.142251,0.139516,0.139516,908800,0.000000,0.000000
1981-11-09 00:00:00-05:00,0.140883,0.142251,0.140883,0.140883,2406400,0.000000,0.000000
1981-11-10 00:00:00-05:00,0.142251,0.143619,0.142251,0.142251,2124800,0.000000,0.000000
1981-11-11 00:00:00-05:00,0.143619,0.146354,0.143619,0.143619,5043200,0.000000,0.000000
1981-11-12 00:00:00-05:00,0.149090,0.150458,0.149090,0.149090,8755200,0.000000,0.000000
1981-11-13 00:00:00-05:00,0.149090,0.150458,0.147723,0.147723,5977600,0.000000,0.000000
1981-11-16 00:00:00-05:00,0.147723,0.147723,0.144987,0.144987,4147200,0.000000,0.000000
1981-11-17 00:00:00-05:00,0.144986,0.146354,0.143619,0.143619,3084800,0.000000,0.000000
1981-11-18 00:00:00-05:00,0.143619,0.144986,0.142251,0.142251,2790400,0.000000,0.000000
1981-11-19 00:00:00-05:00,0.144303,0.146354,0.144303,0.144303,1049600,0.000000,0.000000
1981-11-20 00:00:00-05:00,0.144987,0.147723,0.144987,0.144987,3020800,0.000000,0.000000
1981-11-23 00:00:00-05:00,0.144987,0.147723,0.144987,0.144987,1497600,0.000000,0.000000
1981-11-24 00:00:00-05:00,0.147723,0.150458,0.147723,0.147723,2060800,0.000000,0.000000
1981-11-25 00:00:00-05:00,0.149090,0.150458,0.149090,0.149090,3379200,0.000000,0.000000
1981-11-27 00:00:00-05:00,0.150458,0.153193,0.150458,0.150458,2035200,0.000000,0.000000
1981-11-30 00:00:00-05:00,0.151826,0.154561,0.151826,0.151826,1600000,0.000000,0.000000
1981-12-01 00:00:00-05:00,0.155929,0.158665,0.155929,0.155929,3392000,0.000000,0.000000
1981-12-02 00:00:00-05:00,0.155929,0.157297,0.155929,0.155929,5337600,0.000000,0.000000
1981-12-03 00:00:00-05:00,0.154561,0.154561,0.153193,0.153193,3686400,0.000000,0.000000
1981-12-04 00:00:00-05:00,0.153193,0.155929,0.153193,0.153193,1446400,0.000000,0.000000
1981-12-07 00:00:00-05:00,0.153193,0.154561,0.153193,0.153193,2124800,0.000000,0.000000
1981-12-08 00:00:00-05:00,0.153193,0.154561,0.151826,0.151826,1920000,0.000000,0.000000
1981-12-09 00:00:00-05:00,0.151826,0.153193,0.150458,0.150458,1420800,0.000000,0.000000
1981-12-10 00:00:00-05:00,0.150458,0.153193,0.150458,0.150458,921600,0.000000,0.000000
1981-12-11 00:00:00-05:00,0.150458,0.153193,0.150458,0.150458,1664000,0.000000,0.000000
1981-12-14 00:00:00-05:00,0.150458,0.151826,0.149090,0.149090,1945600,0.000000,0.000000
1981-12-15 00:00:00-05:00,0.150458,0.151826,0.150458,0.150458,1459200,0.000000,0.000000
1981-12-16 00:00:00-05:00,0.150458,0.151826,0.150458,0.150458,2470400,0.000000,0.000000
1981-12-17 00:00:00-05:00,0.150458,0.151826,0.150458,0.150458,2112000,0.000000,0.000000
1981-12-18 00:00:00-05:00,0.153193,0.155929,0.153193,0.153193,2048000,0.000000,0.000000
1981-12-21 00:00:00-05:00,0.153193,0.154561,0.151826,0.151826,972800,0.000000,0.000000
1981-12-22 00:00:00-05:00,0.151826,0.151826,0.150458,0.150458,1113600,0.000000,0.000000
1981-12-23 00:00:00-05:00,0.150458,0.153193,0.150458,0.150458,2419200,0.000000,0.000000
1981-12-24 00:00:00-05:00,0.150458,0.151826,0.147723,0.147723,3955200,0.000000,0.000000
1981-12-28 00:00:00-05:00,0.147723,0.151826,0.147723,0.147723,1024000,0.000000,0.000000
1981-12-29 00:00:00-05:00,0.149090,0.151826,0.149090,0.149090,1728000,0.000000,0.000000
1981-12-30 00:00:00-05:00,0.155929,0.158665,0.155929,0.155929,4441600,0.000000,0.000000
1981-12-31 00:00:00-05:00,0.155929,0.155929,0.154561,0.154561,4864000,0.000000,0.000000
